25;Nombre_25;Apellido_25;Domicilio [calle=Calle_93, altura=4521, piso=5, depto=O];80345188;CLIENTE;persona25@example.com;false
26;Nombre_26;Apellido_26;Domicilio [calle=Calle_6, altura=940, piso=6, depto=U];87856637;PROVEEDOR;persona26@example.com;true
27;Nombre_27;Apellido_27;Domicilio [calle=Calle_100, altura=2339, piso=10, depto=C];36701202;PROVEEDOR;persona27@example.com;false
28;Nombre_28;Apellido_28;Domicilio [calle=Calle_44, altura=573, piso=8, depto=E];14923707;PROVEEDOR;persona28@example.com;false
29;Nombre_29;Apellido_29;Domicilio [calle=Calle_51, altura=4109, piso=8, depto=L];11965496;CLIENTE;persona29@example.com;true
30;Nombre_30;Apellido_30;Domicilio [calle=Calle_82, altura=1751, piso=8, depto=N];70116697;PROVEEDOR;persona30@example.com;false
31;Nombre_31;Apellido_31;Domicilio [calle=Calle_93, altura=287, piso=2, depto=J];81054516;CLIENTE;persona31@example.com;true
32;Nombre_32;Apellido_32;Domicilio [calle=Calle_52, altura=55, piso=10, depto=Q];76223947;PROVEEDOR;persona32@example.com;true
33;Nombre_33;Apellido_33;Domicilio [calle=Calle_57, altura=3630, piso=2, depto=N];05445100;PROVEEDOR;persona33@example.com;true
34;Nombre_34;Apellido_34;Domicilio [calle=Calle_25, altura=2118, piso=6, depto=R];15489751;CLIENTE;persona34@example.com;true
35;Nombre_35;Apellido_35;Domicilio [calle=Calle_87, altura=3192, piso=6, depto=E];07324658;PROVEEDOR;persona35@example.com;false
36;Nombre_36;Apellido_36;Domicilio [calle=Calle_34, altura=2007, piso=1, depto=V];10240242;CLIENTE;persona36@example.com;false
37;Nombre_37;Apellido_37;Domicilio [calle=Calle_16, altura=375, piso=8, depto=H];00815106;CLIENTE;persona37@example.com;true
38;Nombre_38;Apellido_38;Domicilio [calle=Calle_41, altura=4210, piso=9, depto=V];02920335;PROVEEDOR;persona38@example.com;true
39;Nombre_39;Apellido_39;Domicilio [calle=Calle_52, altura=4367, piso=2, depto=B];85191101;CLIENTE;persona39@example.com;false
40;Nombre_40;Apellido_40;Domicilio [calle=Calle_14, altura=2402, piso=6, depto=N];24626916;PROVEEDOR;persona40@example.com;true
41;Nombre_41;Apellido_41;Domicilio [calle=Calle_77, altura=4543, piso=3, depto=U];54944924;PROVEEDOR;persona41@example.com;true
42;Nombre_42;Apellido_42;Domicilio [calle=Calle_58, altura=3285, piso=1, depto=L];00158936;PROVEEDOR;persona42@example.com;false
43;Nombre_43;Apellido_43;Domicilio [calle=Calle_54, altura=2195, piso=3, depto=T];91929663;PROVEEDOR;persona43@example.com;false
44;Nombre_44;Apellido_44;Domicilio [calle=Calle_2, altura=3737, piso=6, depto=F];18819069;CLIENTE;persona44@example.com;false
45;Nombre_45;Apellido_45;Domicilio [calle=Calle_23, altura=1714, piso=1, depto=C];60200535;PROVEEDOR;persona45@example.com;true
46;Nombre_46;Apellido_46;Domicilio [calle=Calle_47, altura=3173, piso=5, depto=U];00353603;PROVEEDOR;persona46@example.com;true
47;Nombre_47;Apellido_47;Domicilio [calle=Calle_11, altura=4889, piso=6, depto=J];38618717;CLIENTE;persona47@example.com;true
48;Nombre_48;Apellido_48;Domicilio [calle=Calle_54, altura=3481, piso=9, depto=J];41870298;CLIENTE;persona48@example.com;false
49;Nombre_49;Apellido_49;Domicilio [calle=Calle_88, altura=4266, piso=2, depto=C];84430342;CLIENTE;persona49@example.com;false
50;Nombre_50;Apellido_50;Domicilio [calle=Calle_6, altura=1284, piso=5, depto=Q];92817903;CLIENTE;persona50@example.com;true
51;Nombre_51;Apellido_51;Domicilio [calle=Calle_80, altura=46, piso=1, depto=E];23680965;PROVEEDOR;persona51@example.com;true
52;Nombre_52;Apellido_52;Domicilio [calle=Calle_93, altura=2856, piso=9, depto=G];51033624;CLIENTE;persona52@example.com;false
53;Nombre_53;Apellido_53;Domicilio [calle=Calle_22, altura=783, piso=3, depto=W];02915778;CLIENTE;persona53@example.com;false
54;Nombre_54;Apellido_54;Domicilio [calle=Calle_73, altura=1320, piso=4, depto=R];79120538;PROVEEDOR;persona54@example.com;true
55;Nombre_55;Apellido_55;Domicilio [calle=Calle_5, altura=1811, piso=6, depto=D];87266720;CLIENTE;persona55@example.com;true
56;Nombre_56;Apellido_56;Domicilio [calle=Calle_71, altura=2107, piso=10, depto=P];28024723;PROVEEDOR;persona56@example.com;true
57;Nombre_57;Apellido_57;Domicilio [calle=Calle_23, altura=338, piso=8, depto=F];27662789;CLIENTE;persona57@example.com;false
58;Nombre_58;Apellido_58;Domicilio [calle=Calle_25, altura=2674, piso=7, depto=Z];76008572;PROVEEDOR;persona58@example.com;true
59;Nombre_59;Apellido_59;Domicilio [calle=Calle_8, altura=3900, piso=7, depto=P];96882662;CLIENTE;persona59@example.com;false
60;Nombre_60;Apellido_60;Domicilio [calle=Calle_15, altura=2968, piso=7, depto=L];08356436;CLIENTE;persona60@example.com;false
61;Nombre_61;Apellido_61;Domicilio [calle=Calle_67, altura=1392, piso=4, depto=F];26040389;PROVEEDOR;persona61@example.com;true
62;Nombre_62;Apellido_62;Domicilio [calle=Calle_10, altura=3725, piso=8, depto=M];35374290;CLIENTE;persona62@example.com;false
63;Nombre_63;Apellido_63;Domicilio [calle=Calle_13, altura=4971, piso=1, depto=T];44024808;PROVEEDOR;persona63@example.com;true
64;Nombre_64;Apellido_64;Domicilio [calle=Calle_25, altura=3713, piso=7, depto=E];31797318;CLIENTE;persona64@example.com;true
65;Nombre_65;Apellido_65;Domicilio [calle=Calle_87, altura=4147, piso=5, depto=R];37677938;PROVEEDOR;persona65@example.com;false
66;Nombre_66;Apellido_66;Domicilio [calle=Calle_99, altura=1986, piso=1, depto=J];11741070;PROVEEDOR;persona66@example.com;false
67;Nombre_67;Apellido_67;Domicilio [calle=Calle_29, altura=100, piso=7, depto=K];78643871;CLIENTE;persona67@example.com;false
68;Nombre_68;Apellido_68;Domicilio [calle=Calle_64, altura=4418, piso=8, depto=I];79774518;PROVEEDOR;persona68@example.com;false
69;Nombre_69;Apellido_69;Domicilio [calle=Calle_18, altura=4524, piso=5, depto=E];95680441;PROVEEDOR;persona69@example.com;false
70;Nombre_70;Apellido_70;Domicilio [calle=Calle_1, altura=3435, piso=8, depto=L];08746513;CLIENTE;persona70@example.com;false
71;Nombre_71;Apellido_71;Domicilio [calle=Calle_55, altura=306, piso=3, depto=C];60205310;PROVEEDOR;persona71@example.com;true
72;Nombre_72;Apellido_72;Domicilio [calle=Calle_45, altura=2552, piso=9, depto=G];80395065;CLIENTE;persona72@example.com;false
73;Nombre_73;Apellido_73;Domicilio [calle=Calle_63, altura=3334, piso=3, depto=V];94066942;CLIENTE;persona73@example.com;false
74;Nombre_74;Apellido_74;Domicilio [calle=Calle_72, altura=4073, piso=2, depto=E];07145543;CLIENTE;persona74@example.com;false
75;Nombre_75;Apellido_75;Domicilio [calle=Calle_71, altura=1312, piso=10, depto=E];20858508;CLIENTE;persona75@example.com;true
76;Nombre_76;Apellido_76;Domicilio [calle=Calle_11, altura=3399, piso=8, depto=L];73866129;CLIENTE;persona76@example.com;false
77;Nombre_77;Apellido_77;Domicilio [calle=Calle_14, altura=1149, piso=2, depto=D];61454709;CLIENTE;persona77@example.com;false
78;Nombre_78;Apellido_78;Domicilio [calle=Calle_27, altura=4733, piso=3, depto=L];21287531;PROVEEDOR;persona78@example.com;false
79;Nombre_79;Apellido_79;Domicilio [calle=Calle_23, altura=380, piso=6, depto=Y];05038200;CLIENTE;persona79@example.com;true
80;Nombre_80;Apellido_80;Domicilio [calle=Calle_27, altura=1590, piso=9, depto=P];56179747;CLIENTE;persona80@example.com;true
81;Nombre_81;Apellido_81;Domicilio [calle=Calle_76, altura=4075, piso=7, depto=I];14463170;PROVEEDOR;persona81@example.com;false
82;Nombre_82;Apellido_82;Domicilio [calle=Calle_4, altura=3279, piso=2, depto=M];44082317;CLIENTE;persona82@example.com;true
83;Nombre_83;Apellido_83;Domicilio [calle=Calle_15, altura=4757, piso=2, depto=U];94470024;PROVEEDOR;persona83@example.com;true
84;Nombre_84;Apellido_84;Domicilio [calle=Calle_24, altura=2458, piso=6, depto=O];55672568;PROVEEDOR;persona84@example.com;true
85;Nombre_85;Apellido_85;Domicilio [calle=Calle_78, altura=4963, piso=10, depto=O];32090103;CLIENTE;persona85@example.com;true
86;Nombre_86;Apellido_86;Domicilio [calle=Calle_53, altura=566, piso=10, depto=L];42535811;PROVEEDOR;persona86@example.com;true
87;Nombre_87;Apellido_87;Domicilio [calle=Calle_35, altura=1836, piso=3, depto=R];96450496;CLIENTE;persona87@example.com;false
88;Nombre_88;Apellido_88;Domicilio [calle=Calle_20, altura=1494, piso=7, depto=E];34248730;CLIENTE;persona88@example.com;false
89;Nombre_89;Apellido_89;Domicilio [calle=Calle_45, altura=3447, piso=1, depto=I];93789760;PROVEEDOR;persona89@example.com;false
90;Nombre_90;Apellido_90;Domicilio [calle=Calle_17, altura=2093, piso=6, depto=G];29127853;PROVEEDOR;persona90@example.com;false
91;Nombre_91;Apellido_91;Domicilio [calle=Calle_36, altura=4040, piso=8, depto=W];91424144;PROVEEDOR;persona91@example.com;false
92;Nombre_92;Apellido_92;Domicilio [calle=Calle_89, altura=3891, piso=6, depto=I];35617776;CLIENTE;persona92@example.com;false
93;Nombre_93;Apellido_93;Domicilio [calle=Calle_38, altura=3764, piso=9, depto=R];06570484;CLIENTE;persona93@example.com;true
94;Nombre_94;Apellido_94;Domicilio [calle=Calle_58, altura=2270, piso=6, depto=E];48866655;PROVEEDOR;persona94@example.com;false
95;Nombre_95;Apellido_95;Domicilio [calle=Calle_29, altura=2635, piso=6, depto=L];20090214;PROVEEDOR;persona95@example.com;false
96;Nombre_96;Apellido_96;Domicilio [calle=Calle_55, altura=3048, piso=10, depto=D];51903540;PROVEEDOR;persona96@example.com;false
97;Nombre_97;Apellido_97;Domicilio [calle=Calle_88, altura=2709, piso=10, depto=N];06365358;CLIENTE;persona97@example.com;false
98;Nombre_98;Apellido_98;Domicilio [calle=Calle_54, altura=1046, piso=3, depto=R];40281435;PROVEEDOR;persona98@example.com;false
99;Nombre_99;Apellido_99;Domicilio [calle=Calle_1, altura=1553, piso=10, depto=L];67416374;CLIENTE;persona99@example.com;true
100;Nombre_100;Apellido_100;Domicilio [calle=Calle_43, altura=1456, piso=8, depto=J];12982841;PROVEEDOR;persona100@example.com;false
101;Nombre_101;Apellido_101;Domicilio [calle=Calle_3, altura=1093, piso=10, depto=G];01226107;PROVEEDOR;persona101@example.com;false
102;Nombre_102;Apellido_102;Domicilio [calle=Calle_89, altura=2540, piso=8, depto=G];81706251;CLIENTE;persona102@example.com;false
103;Nombre_103;Apellido_103;Domicilio [calle=Calle_23, altura=4664, piso=1, depto=F];11573374;PROVEEDOR;persona103@example.com;false
104;Nombre_104;Apellido_104;Domicilio [calle=Calle_25, altura=2315, piso=10, depto=Q];71184795;PROVEEDOR;persona104@example.com;false
105;Nombre_105;Apellido_105;Domicilio [calle=Calle_64, altura=3519, piso=4, depto=B];71194147;CLIENTE;persona105@example.com;false
106;Nombre_106;Apellido_106;Domicilio [calle=Calle_46, altura=2943, piso=6, depto=Z];92022837;PROVEEDOR;persona106@example.com;true
107;Nombre_107;Apellido_107;Domicilio [calle=Calle_13, altura=4018, piso=4, depto=I];45645821;PROVEEDOR;persona107@example.com;true
108;Nombre_108;Apellido_108;Domicilio [calle=Calle_29, altura=410, piso=1, depto=K];36177646;PROVEEDOR;persona108@example.com;true
109;Nombre_109;Apellido_109;Domicilio [calle=Calle_91, altura=4008, piso=4, depto=Z];66620041;PROVEEDOR;persona109@example.com;true
110;Nombre_110;Apellido_110;Domicilio [calle=Calle_73, altura=2770, piso=1, depto=E];50197194;CLIENTE;persona110@example.com;true
111;Nombre_111;Apellido_111;Domicilio [calle=Calle_82, altura=4255, piso=10, depto=T];47904432;CLIENTE;persona111@example.com;true
112;Nombre_112;Apellido_112;Domicilio [calle=Calle_88, altura=564, piso=1, depto=R];35730092;CLIENTE;persona112@example.com;false
113;Nombre_113;Apellido_113;Domicilio [calle=Calle_46, altura=4893, piso=7, depto=N];53007539;CLIENTE;persona113@example.com;false
114;Nombre_114;Apellido_114;Domicilio [calle=Calle_56, altura=3471, piso=9, depto=I];11746957;CLIENTE;persona114@example.com;true
115;Nombre_115;Apellido_115;Domicilio [calle=Calle_18, altura=2687, piso=3, depto=I];37645836;PROVEEDOR;persona115@example.com;true
116;Nombre_116;Apellido_116;Domicilio [calle=Calle_26, altura=887, piso=4, depto=F];99113717;PROVEEDOR;persona116@example.com;true
117;Nombre_117;Apellido_117;Domicilio [calle=Calle_35, altura=2839, piso=10, depto=A];67835339;PROVEEDOR;persona117@example.com;false
118;Nombre_118;Apellido_118;Domicilio [calle=Calle_43, altura=3701, piso=1, depto=M];98445847;PROVEEDOR;persona118@example.com;true
119;Nombre_119;Apellido_119;Domicilio [calle=Calle_28, altura=1181, piso=1, depto=W];58107256;PROVEEDOR;persona119@example.com;true
120;Nombre_120;Apellido_120;Domicilio [calle=Calle_6, altura=1636, piso=9, depto=I];40043859;PROVEEDOR;persona120@example.com;false
121;Nombre_121;Apellido_121;Domicilio [calle=Calle_21, altura=2939, piso=5, depto=E];86337235;PROVEEDOR;persona121@example.com;true
122;Nombre_122;Apellido_122;Domicilio [calle=Calle_3, altura=671, piso=8, depto=Z];26636384;PROVEEDOR;persona122@example.com;true
123;Nombre_123;Apellido_123;Domicilio [calle=Calle_28, altura=2742, piso=7, depto=Z];24879955;PROVEEDOR;persona123@example.com;true
124;Nombre_124;Apellido_124;Domicilio [calle=Calle_77, altura=1795, piso=2, depto=Z];07339548;PROVEEDOR;persona124@example.com;false
125;Nombre_125;Apellido_125;Domicilio [calle=Calle_64, altura=1126, piso=1, depto=K];42137740;PROVEEDOR;persona125@example.com;true
126;Nombre_126;Apellido_126;Domicilio [calle=Calle_59, altura=4227, piso=3, depto=S];16127262;CLIENTE;persona126@example.com;false
127;Nombre_127;Apellido_127;Domicilio [calle=Calle_14, altura=2392, piso=8, depto=H];15503266;PROVEEDOR;persona127@example.com;true
128;Nombre_128;Apellido_128;Domicilio [calle=Calle_18, altura=2830, piso=2, depto=Q];31843943;CLIENTE;persona128@example.com;false
129;Nombre_129;Apellido_129;Domicilio [calle=Calle_43, altura=542, piso=5, depto=I];02734770;PROVEEDOR;persona129@example.com;true
130;Nombre_130;Apellido_130;Domicilio [calle=Calle_98, altura=1156, piso=4, depto=E];57602772;CLIENTE;persona130@example.com;true
131;Nombre_131;Apellido_131;Domicilio [calle=Calle_35, altura=3463, piso=2, depto=F];23123426;PROVEEDOR;persona131@example.com;false
132;Nombre_132;Apellido_132;Domicilio [calle=Calle_15, altura=861, piso=9, depto=A];29087593;CLIENTE;persona132@example.com;true
133;Nombre_133;Apellido_133;Domicilio [calle=Calle_95, altura=4140, piso=2, depto=V];26009910;CLIENTE;persona133@example.com;false
134;Nombre_134;Apellido_134;Domicilio [calle=Calle_76, altura=1924, piso=6, depto=H];97105168;PROVEEDOR;persona134@example.com;false
135;Nombre_135;Apellido_135;Domicilio [calle=Calle_47, altura=3186, piso=5, depto=T];69914488;CLIENTE;persona135@example.com;true
136;Nombre_136;Apellido_136;Domicilio [calle=Calle_50, altura=4815, piso=5, depto=M];04375541;PROVEEDOR;persona136@example.com;false
137;Nombre_137;Apellido_137;Domicilio [calle=Calle_2, altura=3438, piso=1, depto=E];11134505;PROVEEDOR;persona137@example.com;true
138;Nombre_138;Apellido_138;Domicilio [calle=Calle_56, altura=4577, piso=7, depto=I];18287880;PROVEEDOR;persona138@example.com;true
139;Nombre_139;Apellido_139;Domicilio [calle=Calle_5, altura=476, piso=2, depto=N];47396067;PROVEEDOR;persona139@example.com;false
140;Nombre_140;Apellido_140;Domicilio [calle=Calle_31, altura=1537, piso=4, depto=N];05296169;CLIENTE;persona140@example.com;false
141;Nombre_141;Apellido_141;Domicilio [calle=Calle_33, altura=4041, piso=8, depto=V];26185488;CLIENTE;persona141@example.com;true
142;Nombre_142;Apellido_142;Domicilio [calle=Calle_67, altura=3371, piso=3, depto=J];27668477;PROVEEDOR;persona142@example.com;false
143;Nombre_143;Apellido_143;Domicilio [calle=Calle_56, altura=4390, piso=5, depto=O];19118762;PROVEEDOR;persona143@example.com;false
144;Nombre_144;Apellido_144;Domicilio [calle=Calle_32, altura=3285, piso=7, depto=M];35231956;CLIENTE;persona144@example.com;true
145;Nombre_145;Apellido_145;Domicilio [calle=Calle_8, altura=2012, piso=7, depto=X];58904680;CLIENTE;persona145@example.com;true
146;Nombre_146;Apellido_146;Domicilio [calle=Calle_71, altura=350, piso=6, depto=C];00597994;CLIENTE;persona146@example.com;true
147;Nombre_147;Apellido_147;Domicilio [calle=Calle_74, altura=969, piso=8, depto=G];80134985;PROVEEDOR;persona147@example.com;true
148;Nombre_148;Apellido_148;Domicilio [calle=Calle_7, altura=4721, piso=7, depto=C];98583480;CLIENTE;persona148@example.com;false
149;Nombre_149;Apellido_149;Domicilio [calle=Calle_52, altura=408, piso=5, depto=J];51819400;PROVEEDOR;persona149@example.com;false
150;Nombre_150;Apellido_150;Domicilio [calle=Calle_58, altura=663, piso=7, depto=H];88883048;CLIENTE;persona150@example.com;false
151;Nombre_151;Apellido_151;Domicilio [calle=Calle_76, altura=3730, piso=6, depto=Z];25305210;CLIENTE;persona151@example.com;true
152;Nombre_152;Apellido_152;Domicilio [calle=Calle_73, altura=4694, piso=3, depto=Y];73063276;CLIENTE;persona152@example.com;true
153;Nombre_153;Apellido_153;Domicilio [calle=Calle_67, altura=2962, piso=10, depto=V];90782104;PROVEEDOR;persona153@example.com;true
154;Nombre_154;Apellido_154;Domicilio [calle=Calle_13, altura=2547, piso=9, depto=G];45353562;CLIENTE;persona154@example.com;false
155;Nombre_155;Apellido_155;Domicilio [calle=Calle_19, altura=4264, piso=10, depto=C];74347158;PROVEEDOR;persona155@example.com;true
156;Nombre_156;Apellido_156;Domicilio [calle=Calle_23, altura=3047, piso=10, depto=L];69307118;PROVEEDOR;persona156@example.com;true
157;Nombre_157;Apellido_157;Domicilio [calle=Calle_69, altura=4605, piso=10, depto=N];57226886;PROVEEDOR;persona157@example.com;true
158;Nombre_158;Apellido_158;Domicilio [calle=Calle_89, altura=1449, piso=2, depto=S];38366796;PROVEEDOR;persona158@example.com;false
159;Nombre_159;Apellido_159;Domicilio [calle=Calle_96, altura=2903, piso=1, depto=O];72365218;CLIENTE;persona159@example.com;true
160;Nombre_160;Apellido_160;Domicilio [calle=Calle_74, altura=4031, piso=5, depto=P];98236886;PROVEEDOR;persona160@example.com;true
161;Nombre_161;Apellido_161;Domicilio [calle=Calle_58, altura=1221, piso=3, depto=O];66978947;PROVEEDOR;persona161@example.com;true
162;Nombre_162;Apellido_162;Domicilio [calle=Calle_75, altura=1460, piso=5, depto=F];90747000;PROVEEDOR;persona162@example.com;false
163;Nombre_163;Apellido_163;Domicilio [calle=Calle_27, altura=4879, piso=2, depto=M];66732330;CLIENTE;persona163@example.com;false
164;Nombre_164;Apellido_164;Domicilio [calle=Calle_56, altura=4659, piso=10, depto=P];58805701;CLIENTE;persona164@example.com;false
165;Nombre_165;Apellido_165;Domicilio [calle=Calle_100, altura=2036, piso=2, depto=Y];07792895;CLIENTE;persona165@example.com;false
166;Nombre_166;Apellido_166;Domicilio [calle=Calle_77, altura=4979, piso=1, depto=W];89350394;CLIENTE;persona166@example.com;true
167;Nombre_167;Apellido_167;Domicilio [calle=Calle_82, altura=4429, piso=4, depto=T];75199554;PROVEEDOR;persona167@example.com;false
168;Nombre_168;Apellido_168;Domicilio [calle=Calle_14, altura=307, piso=10, depto=G];63254688;PROVEEDOR;persona168@example.com;false
169;Nombre_169;Apellido_169;Domicilio [calle=Calle_52, altura=1396, piso=7, depto=R];04623682;PROVEEDOR;persona169@example.com;true
170;Nombre_170;Apellido_170;Domicilio [calle=Calle_49, altura=216, piso=3, depto=Z];77703509;PROVEEDOR;persona170@example.com;false
171;Nombre_171;Apellido_171;Domicilio [calle=Calle_29, altura=454, piso=5, depto=G];23341213;PROVEEDOR;persona171@example.com;false
172;Nombre_172;Apellido_172;Domicilio [calle=Calle_24, altura=4079, piso=2, depto=M];60015918;CLIENTE;persona172@example.com;true
173;Nombre_173;Apellido_173;Domicilio [calle=Calle_27, altura=3890, piso=10, depto=A];30582820;CLIENTE;persona173@example.com;false
174;Nombre_174;Apellido_174;Domicilio [calle=Calle_91, altura=3026, piso=4, depto=A];99379807;CLIENTE;persona174@example.com;true
175;Nombre_175;Apellido_175;Domicilio [calle=Calle_95, altura=2565, piso=8, depto=V];31758318;CLIENTE;persona175@example.com;true
176;Nombre_176;Apellido_176;Domicilio [calle=Calle_88, altura=4262, piso=7, depto=L];33463577;CLIENTE;persona176@example.com;true
177;Nombre_177;Apellido_177;Domicilio [calle=Calle_87, altura=3415, piso=7, depto=U];24375713;PROVEEDOR;persona177@example.com;false
178;Nombre_178;Apellido_178;Domicilio [calle=Calle_52, altura=4245, piso=7, depto=V];55112600;PROVEEDOR;persona178@example.com;true
179;Nombre_179;Apellido_179;Domicilio [calle=Calle_71, altura=445, piso=2, depto=A];14849038;CLIENTE;persona179@example.com;true
180;Nombre_180;Apellido_180;Domicilio [calle=Calle_100, altura=4644, piso=3, depto=U];67426975;CLIENTE;persona180@example.com;true
181;Nombre_181;Apellido_181;Domicilio [calle=Calle_32, altura=4109, piso=3, depto=F];06200523;PROVEEDOR;persona181@example.com;true
182;Nombre_182;Apellido_182;Domicilio [calle=Calle_26, altura=2977, piso=7, depto=G];88544753;CLIENTE;persona182@example.com;true
183;Nombre_183;Apellido_183;Domicilio [calle=Calle_61, altura=3203, piso=1, depto=F];30723713;CLIENTE;persona183@example.com;true
184;Nombre_184;Apellido_184;Domicilio [calle=Calle_8, altura=4878, piso=2, depto=W];42694324;CLIENTE;persona184@example.com;true
185;Nombre_185;Apellido_185;Domicilio [calle=Calle_89, altura=481, piso=2, depto=P];68550102;CLIENTE;persona185@example.com;false
186;Nombre_186;Apellido_186;Domicilio [calle=Calle_84, altura=1589, piso=5, depto=W];97426667;PROVEEDOR;persona186@example.com;true
187;Nombre_187;Apellido_187;Domicilio [calle=Calle_57, altura=2675, piso=9, depto=L];13225873;CLIENTE;persona187@example.com;true
188;Nombre_188;Apellido_188;Domicilio [calle=Calle_56, altura=4128, piso=8, depto=V];08695977;PROVEEDOR;persona188@example.com;true
189;Nombre_189;Apellido_189;Domicilio [calle=Calle_79, altura=26, piso=3, depto=O];36645384;CLIENTE;persona189@example.com;true
190;Nombre_190;Apellido_190;Domicilio [calle=Calle_77, altura=4816, piso=6, depto=F];92316159;CLIENTE;persona190@example.com;true
191;Nombre_191;Apellido_191;Domicilio [calle=Calle_100, altura=4399, piso=5, depto=B];54498325;CLIENTE;persona191@example.com;true
192;Nombre_192;Apellido_192;Domicilio [calle=Calle_59, altura=2317, piso=7, depto=F];79481958;CLIENTE;persona192@example.com;false
193;Nombre_193;Apellido_193;Domicilio [calle=Calle_49, altura=4093, piso=4, depto=P];99237965;PROVEEDOR;persona193@example.com;false
194;Nombre_194;Apellido_194;Domicilio [calle=Calle_20, altura=3869, piso=3, depto=J];42805497;CLIENTE;persona194@example.com;true
195;Nombre_195;Apellido_195;Domicilio [calle=Calle_11, altura=1490, piso=5, depto=D];48386716;CLIENTE;persona195@example.com;true
196;Nombre_196;Apellido_196;Domicilio [calle=Calle_6, altura=4978, piso=9, depto=Y];51099008;PROVEEDOR;persona196@example.com;false
197;Nombre_197;Apellido_197;Domicilio [calle=Calle_89, altura=1611, piso=7, depto=B];26203611;CLIENTE;persona197@example.com;true
198;Nombre_198;Apellido_198;Domicilio [calle=Calle_52, altura=4299, piso=9, depto=D];70177055;PROVEEDOR;persona198@example.com;false
199;Nombre_199;Apellido_199;Domicilio [calle=Calle_49, altura=123, piso=1, depto=L];59594152;PROVEEDOR;persona199@example.com;true
200;Nombre_200;Apellido_200;Domicilio [calle=Calle_11, altura=239, piso=10, depto=E];32052922;CLIENTE;persona200@example.com;true
201;Nombre_201;Apellido_201;Domicilio [calle=Calle_48, altura=1849, piso=8, depto=G];47987005;CLIENTE;persona201@example.com;false
202;Nombre_202;Apellido_202;Domicilio [calle=Calle_37, altura=2255, piso=3, depto=D];46004573;CLIENTE;persona202@example.com;true
